명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
국수의 전설,63605,국수의 전설,064-733-7101,제주특별자치도 서귀포시 효돈로 108(신효동),33.2635217278,126.6103765028,"[제주 서귀포시 신효동에 있는 국수 전문 음식점 국수의 전설]<br />
국수의 전설은 다양한 국수를 제공하는 국수 전문점이다. 제주도의 유명한 국수인 고기국수를 비롯하여 비빔국수, 보말 칼국수, 전설 칼국수, 들깨 칼국수, 돔베고기 등 다양한 메뉴를 제공한다. 국수의 전설에서 제공하는 국수는 인공 조미료를 넣지 않고 국산 토판염으로 간을 맞추어 제공한다. <br>",064-733-7101,,,주차 가능,0,,09:30 ~ 15:00,연중무휴,고기국수,고기국수 / 멸치국수 / 보말칼국수 외,,모두 금연석,가능,,전화 예약 가능 (064-733-7101),,19970631061
그옛맛,63185,그옛맛,064-758-5532,제주특별자치도 제주시 서사로24길 12,33.4984915228,126.5185930442,"[제주시 삼도일동에 있는 향토음식점 그옛맛]<br /> 그옛맛은 삼도일동에 있는 돌솥밥 전문점이다. 그옛맛은 대우정이라는 음식점으로 시작하여 현재까지 영업중인 향토음식점이다. 그옛맛에서는 전복 돌솥밥, 영양 돌솥밥, 돌솥 정식 등 다양한 메뉴를 제공한다.<br>",064-758-5532,,,주차 가능,0,,08:30 ~ 19:00,매주 토요일,"돌솥정식, 영양돌솥밥",돌솥정식(2인 이상) / 해물뚝배기 / 전복돌솥밥 / 영양돌솥밥 / 해물돌솥밥 / 콩나물돌솥밥 외,,모두 금연석,가능,,전화 예약 가능 (064-758-5532),,20060627574
금바우,63595,금바우,064-733-1517,제주특별자치도 서귀포시 태평로371번길 4,33.2455423726,126.5610395148," 제주 토종 흑돼지 참숯구이를 전복구이와 함께 먹을 수 있는 음식점이다. 갈비탕, 뚝불고기 등의 메뉴도 인기가 좋고, 계절에 따라 제공되는 물회도 맛이 좋다. <br>",0507-1331-1517,,,주차 가능,0,,11:00 ~ 22:00 (전화문의),월요일,"흑돼지 오겹살, 목살",흑오겹 / 흑목살 / 흑모둠구이 / 특수부위 / 전복 뚝배기 / 전복 갈비탕 / 옥돔 구이 외,,모두 금연석,가능,,전화 예약 가능 (064-733-1517),,20020631117
깜돈 흑돼지,63125,깜돈 흑돼지,064-712-9229,제주특별자치도 제주시 삼무로3길 6,33.4904837046,126.4952952510,"제주시 연동에 있는 흑돼지 전문점 깜돈 흑돼지는 제주 청정 흑돼지를 사용하여 메뉴를 제공한다. 이곳의 흑돼지는 세계자연유산 제주 품질인증, 제주마씸, 무항생제 축산물, 제주흑돼지고기, haccp 인증을 받은 흑돼지만을 사용한다.",064-712-9229,,,주차 가능,0,,17:00 ~ 22:30,"매달 2,4번째 일요일",흑돼지모둠,흑돼지모둠 / 흑오겹살 / 흑목살 / 흑가브리 / 흑항정살 외,,모두 금연석,가능,,전화 예약 문의 (064-712-9229),"화장실:남녀개별 / 업소내 위치
",19940627355
맛있는 집,63585,맛있는 집,064-763-3760,제주특별자치도 서귀포시 중앙로 110,33.2542969640,126.5611504201,"맛있는집은 제주 서귀포시 동홍동에 있다. 맛있는 집은 식재료의 신선함을 유지하기 위해 노력한다. 오겹살과 두루치기가 별미이며, 향토음식(보말국)이 인기가 좋다.<br>",064-763-3760,,,주차 가능,0,,08:00 ~ 20:00 (토요일 08:00 ~ 14:00),일요일,보말국,보말국 / 두루치기 / 동태찌개 / 고등어조림 / 순두부찌개 / 돌솥비빔밥 외,,모두 금연석,가능,가능,전화 예약 가능 (064-763-3760),,19930631026
바다잔치,63167,바다잔치,064-702-8989,제주특별자치도 제주시 탑동로 79,33.5177282541,126.5168816451,"[제주 삼도이동에 있는 구이, 조림 전문점 바다잔치]<br /> 바다잔치는 생선구이, 생선조림, 생선회를 메뉴로 한다. <br>",064-702-8989,,,,0,,09:00-22:00,연중무휴,모듬회,모듬회 / 전복회 / 갈치회 / 고등어회 / 갈치조림 / 고등어조림 / 회덮밥 / 물회 외,,금연,없음,,,"부대시설:갈치,고등어,옥돔 등 수산물 쇼핑센터 운영
",20060627185
바캉스샤브샤브,63333,바캉스샤브샤브,064-784-4645,제주특별자치도 제주시 조천읍 신북로 595,33.5400727241,126.6731231122,[제주시 조천읍에 있는 샤브샤브 전문점 바캉스샤브샤브]<br /> 바캉스 샤브샤브는 대명리조트 제주 인근에 위치한 샤브샤브 전문점이다. 신선한 야채와 담백한 육수 그리고 고기가 어우러진 샤브샤브를 제공한다. <br>,064-784-4645,,,주차 가능,0,,11:30 ~ 21:00,,돈샤브,돈샤브,,모두 금연석,가능,,전화 예약 가능 (064-784-4645),,20120628190
나무카페,63341,나무카페,064-783-0002,제주특별자치도 제주시 조천읍 선교로 560,33.4561770489,126.7104440122,"거문오름 나무카페는 바리스타 부부가 몇 년에 걸쳐 손수 나뭇집을 지어 문을 연 갤러리 카페이다. 테이블과 방석 및 소품들도 모두 따스한 손의 온기로 만들어졌다. 메뉴 역시 최고급 원두를 사용한 커피류와 오미자, 모과, 생강, 영귤, 유자 등 직접 담근 차들이 준비되어 있다. 
그 밖에도 제주에서만 맛볼 수 있는 하귤주스, 항아리에서 오래 숙성시킨 효소 차, 복분자 팥빙수, 스무디 등이 있다. 간단한 식사로는 토마토스파게티, 여행자식사 볶음밥, 샌드위치 등이 있다. 2층은 거문오름이 마주 보이는 통나무 다락방 형식으로 꾸며져 있다.",064-783-0002,,,주차 가능,0,,11:00 ~ 16:00,월요일,거문오름커피,거문오름커피 / 아메리카노 / 카페라떼 / 모과차 / 오미자차 / 생강차 / 효소차 외,,모두 금연석,가능,,전화 예약 문의 (064-783-0002),"부대시설:연못, 데크 쉼터

",20110627150
낙지마당,63565,낙지마당,064-738-1524,제주특별자치도 서귀포시 신중로 73,33.2544100800,126.5131434672,"[제주 서귀포시 서호동에 있는 낙지요리 전문점 낙지마당]<br /> 낙지마당은 중문 관광단지 인근에 있으며, 낙지 덮밥, 돈가스, 연포탕 등 다양한 메뉴를 제공한다.  <br>",064-738-1524,,,주차 가능,0,,10:00 ~ 21:00 (라스트오더 20:15),둘째 주 화요일,낙지 요리,낙지 덮밥 / 낙지 돌솥비빔밥 / 부대찌개 / 낙지 볶음 / 낙지 전골 / 산낙지 연포탕 외,,모두 금연석,가능,일부 메뉴 포장 가능,전화 예약 가능 (064-738-1524),,20090631256
낭뜰에쉼팡,63344,낭뜰에쉼팡,064-784-9292,제주특별자치도 제주시 조천읍 남조로 2343,33.4735270537,126.6571482427,낭뜰에쉼팡은 '나무 뜰이 있는 쉼터에서 쉬었다 가라'는 의미를 담고 있는 제주도 방언이다. 오름을 다녀오시는 분들과 관광객이 저렴하고 맛있는 음식을 푸짐한 양으로 접할 수 있다. 싱싱한 채소와 찰보리밥으로 메뉴를 제공하는 이곳은 여유로움을 즐길 수 있는 곳이다.,064-784-9292,,,주차 가능,0,,09:00 ~ 20:00 (브레이크타임 15:30 ~ 17:00 / 주문마감 19:30),연중무휴,낭뜰정식,낭뜰정식 / 고기비빔밥 / 돌솥비빔밥 / 녹차들깨수제비 / 흑돼지제육볶음 외,,모두 금연석,가능,,전화 예약 문의 (064-784-9292),"부대시설:식당 정문 좌측에 오두막과 벤치가 마련되어 있음
",20080627779
다래향,63333,다래향,064-782-9466,제주특별자치도 제주시 조천읍 조함해안로 428-4,33.5457941142,126.6607351684,"조천읍 다래향은 제주 함덕해수욕장 인근에 있는 짬뽕 전문점이다. 신선한 해산물이 가득 들어간 다양한 종류의 짬뽕이 눈길을 사로잡는다. 짜장은 짬뽕 전문점답게 유니짜장 한 메뉴이다. 잡탕밥, 잡채밥 등의 메뉴도 제공한다.",064-782-9466,,,주차 가능,0,,09:00 ~ 20:30,월요일,속풀이짬뽕,속풀이짬뽕 / 굴짬뽕 / 차돌짬뽕 / 해물간짬뽕 / 흑돼지유니짜장 / 깐쇼새우 / 유산슬 / 잡채밥 / 새우볶음밥 외,,모두 금연석,가능,가능,전화 예약 가능 (064-782-9466),,20100628161
다미회,63208,다미회,064-722-0726,제주특별자치도 제주시 동광로2길 9-4,33.5004276205,126.5312474554,"제주시 이도2동에 있는 일식 전문점 다미회는 원목으로 인테리어가 되어 있어 모던한 분위기를 느낄 수 있으며, 회코스를 주문하는 경우 아이들이 먹기 좋은 닭날개나 함박스테이크, 샐러드 등의 곁들이 음식도 함께 제공된다.<br>",064-722-0726,,,주차 가능,0,,11:30 ~ 22:00 (브레이크타임 14:00 ~ 17:00),일요일,모듬사시미,모듬사시미 / 삼치회 / 한치회 / 물회 외,,모두 금연석,가능,,전화 예약 문의 (064-722-0726),,19950627996
독개물항,63012,독개물항,064-796-3966,제주특별자치도 제주시 한림읍 한림로 478,33.4019146568,126.2516239880,"제주시 한림읍 옹포리에 위치한 독개물항은 한림의 조용한 바닷가 마을에 있는 향토음식 전문점이다. 신선한 해산물이 가득한 이곳은 협재해수욕장과 한림공원, 차가운 용천수가 흐르는 화순의 담수 수영장이 있는 화순 금모래해변과도 가까이 있어 물놀이 이후에 편안하게 들릴 수 있다.",064-796-3966,,,주차 가능,0,,매일 09:00 ~ 21:00 (브레이크타임 15:00~17:000),,갈치조림,갈치조림 / 전복뚝배기 / 한치물회 / 성게미역국 외,,모두 금연석,가능,,전화 예약 가능 (064-796-3966),,20030628040
방듸,63641,방듸,064-782-3541,제주특별자치도 서귀포시 성산읍 섭지코지로 48,33.4380324510,126.9212261551,제주 서귀포시 성산읍에 있는 핸드드립 커피 전문점이다. 다양한 종류의 커피와 디저트 메뉴를 제공한다.,0507-1357-3541,,,주차 가능,0,,11:00 ~ 22:00,매주 화요일,아메리카노,아메리카노 / 핸드드립 커피 / 수제청음료 / 타르트 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (064-782-3541),,20160631582
러빙헛제주,63617,러빙헛제주,010-4696-9006,제주특별자치도 서귀포시 남원읍 일주동로 7036,33.2855933931,126.7281880224,채식(비건) 레스토랑이다. 대표메뉴는 뚝배기이다. 제주특별자치도 서귀포시에 있는 한식당이다.,010-4696-9006,,,,0,,11:30-19:00,,뚝배기,뚝배기 / 쌈밥,,금연,없음,,,,20180624329
돈돼지흑돼지,63629,돈돼지흑돼지,064-787-0008,제주특별자치도 서귀포시 표선면 표선백사로 108,33.3248158087,126.8368360574,"[제주 서귀포시 표선면에 있는 흑돼지 전문점 돈돼지흑돼지]
돈돼지흑돼지명가는 서귀포시 표선리에 있는 흑돼지 전문 음식점이다. 점심특선으로 흑돼지 쌈밥정식을 저렴하게 제공하며, 이외에도 흑돼지모듬, 돔베고기 등을 메뉴로 한다. 돔베고기의 경우 한시간 전에 예약해야 맛볼 수 있다.",064-787-0008,,,주차 가능,0,,09:00 ~ 23:00,연중무휴,흑돼지오겹살 / 쌈밥정식,흑돼지오겹살 / 흑돼지목살 / 돈돼지갈매기살 / 돈돼지가브리살 / 돈돼지항정살 / 고추장주물럭 / 쌈밥정식 외,,모두 금연석,가능,,전화 예약 가능 (064-787-0008),"부대시설:노래방 시설 완비
",20000631101
돈향기,63277,돈향기,064-724-0228,제주특별자치도 제주시 관덕로15길 30,33.5157952975,126.5270696925,[제주시 건입동이 있는 흑돼지 전문점 돈향기]<br /> 돈향기는 제주특별자치도 청정 흑돼지거리에 위치한 제주도 흑돼지 전문 음식점이다. 흑돼지 모듬구이가 유명하다.,064-724-0228,,,주차 가능,0,,11:30 ~ 22:40,,제주 흑돼지구이,제주 흑돼지구이 / 전복흑돼지세트 / 생오겹 / 생목살 / 대패삼겹살 외,,모두 금연석,가능,,전화 예약 가능 (064-724-0228),,20100627853
둠비정원,63565,둠비정원,064-739-7787,제주특별자치도 서귀포시 신중로13번길 20(강정동),33.2571735807,126.5078799725,"제주 서귀포시 강정동에 있는 두부요리 전문점 둠비정원은 국산 콩으로 9시간 이상 불려 (겨울에는 12시간) 두부를 제조한다. 당일 생산 및 당일 판매 원칙으로 물량 소진 시 영업이 종료된다. 비지를 짤 때의 세기 조절을 해 비지 전으로 콩의 식감이 살아있게 중복으로 조리하는 특징이다. 주변 관광지로는 천지연, 정방폭포, 외돌개가 있다.",064-739-7787,,,,0,,11:00 ~ 22:00 (브레이크타임 15:00 ~ 17:00),매주 일요일 휴무,순두부,순두부 / 비지탕 / 해물순두부 / 김치순두부 외,,모두 금연석,가능,,전화 예약 문의 (064-739-7787),"화장실:있음
",19950631120
마돈,63641,마돈,064-784-5379,제주특별자치도 서귀포시 성산읍 섭지코지로 56,33.4374853001,126.9218927770,"※ 영업시간 10:00 ~ 22:00

제주 서귀포시 성산읍 섭지코지 입구 인근에 있는 마돈은 말고기, 흑돼지 전문 음식점이다. 마돈에서는 쌈 채소를 직접 농사지어 유기농으로 제공하며, 밑반찬으로 제공되는 음식도 대부분 농사지은 것으로 만들어 제공한다. 마돈의 말고기의 경우 직접 키운 말을 식당의 고기로 사용한다.",064-784-5379,,,주차 가능,0,,10:00 ~ 22:00,연중무휴,마정식코스,마정식코스 / 마사시미 / 마육회 / 마특수부위 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (064-784-5379),"부대시설:스마트폰 충전 가능
",20120631430
만부정,63136,만부정,064-743-1119,제주특별자치도 제주시 사장길 38,33.4826040098,126.4945566049,"[제주시 연동에 있는 복요리 전문점 만부정]<br /> 만부정은 30여년 전통의 복요리 전문점이다. 인근 제주바다의 복어를 사용하며, 매일 신선한 채소를 선별하여 다양한 코스요리 및 식사메뉴가 제공된다.",064-743-1119,,,주차 가능,0,1982년,08:00 ~ 21:30,명절휴무,만부정 황제코스,만부정 황제코스 / 만부정 스페셜 / 복어 사시미 코스 / 랍스터코스 / 복불고기정식 등,,모두 금연석,가능,,전화 예약 가능 (064-743-1119),,19820627069
제주랑,63643,제주랑,064-782-0104,제주특별자치도 서귀포시 성산읍 성산중앙로40번길 14,33.4629132547,126.9347494103,"제주특별자치도 서귀포시에 있는 한식당이다. 대표메뉴는 고등어구이이다. 갈치조림, 전복뚝배기도 유명하다.",064-782-0104,,,,0,,08:00-20:00(라스트오더 19:30),,고등어구이,고등어구이 / 갈치조림,,금연,없음,,,,19900631031
우도짜장맨,63365,우도짜장맨,070-7778-2003,제주특별자치도 제주시 우도면 우도해안길 1132,33.4977793773,126.9674124414,톳은 미역과 비슷한 해초다. 대표메뉴는 짜장면이다. 제주특별자치도 제주시에 있는 중식당이다.,070-7778-2003,,,,0,,09:00-18:00,,짜장면,짜장면 / 해물짬뽕,,금연,없음,,,,20160627290
지미스,63365,지미스,010-9868-8633,제주특별자치도 제주시 우도면 우도해안길 1132,33.4977793773,126.9674124414,제주특별자치도 제주시에 있는 카페이다. 대표메뉴는 아이스크림이다. 땅콩은 우도의 특산물이다.,010-9868-8633,,,,0,,08:00-17:30,,아이스크림,아이스크림 / 주스,,금연,없음,,,,20180620417
